trial_number,time,is_biased_choice,side_choice,RT,observed_reward,unobserved_reward,biased_reward,unbiased_reward,BLUE_RIGHT_LEFT_RED,RT_Original,RT_Clipped,RT_Net,RT_zscore,subject_file,schedule
1,25:08.2,TRUE,RIGHT,3155,1,0,1,0,FALSE,3155,3155,1655,2.467,1611804299_47.csv,schedule_5
2,25:11.0,TRUE,RIGHT,2934,1,0,1,0,FALSE,2934,2934,1434,1.816,1611804299_47.csv,schedule_5
3,25:13.7,TRUE,RIGHT,2510,0,0,0,0,FALSE,2510,2510,1010,0.567,1611804299_47.csv,schedule_5
4,25:16.1,FALSE,LEFT,2566,0,0,0,0,FALSE,2566,2566,1066,0.732,1611804299_47.csv,schedule_5
5,25:18.7,TRUE,RIGHT,2411,0,0,0,0,FALSE,2411,2411,911,0.276,1611804299_47.csv,schedule_5
6,25:21.0,FALSE,LEFT,2509,0,0,0,0,FALSE,2509,2509,1009,0.565,1611804299_47.csv,schedule_5
7,25:23.6,FALSE,LEFT,2432,0,0,0,0,FALSE,2432,2432,932,0.338,1611804299_47.csv,schedule_5
8,25:25.8,FALSE,LEFT,2325,0,0,0,0,FALSE,2325,2325,825,0.023,1611804299_47.csv,schedule_5
9,25:28.3,TRUE,RIGHT,2367,0,0,0,0,FALSE,2367,2367,867,0.146,1611804299_47.csv,schedule_5
10,25:30.6,TRUE,RIGHT,2412,1,0,1,0,FALSE,2412,2412,912,0.279,1611804299_47.csv,schedule_5
11,25:33.2,TRUE,RIGHT,2469,1,0,1,0,FALSE,2469,2469,969,0.447,1611804299_47.csv,schedule_5
12,25:35.5,TRUE,RIGHT,2440,0,0,0,0,FALSE,2440,2440,940,0.361,1611804299_47.csv,schedule_5
13,25:38.0,FALSE,LEFT,2436,0,0,0,0,FALSE,2436,2436,936,0.35,1611804299_47.csv,schedule_5
14,25:40.4,TRUE,RIGHT,2433,0,0,0,0,FALSE,2433,2433,933,0.341,1611804299_47.csv,schedule_5
15,25:42.8,TRUE,RIGHT,2326,1,0,1,0,FALSE,2326,2326,826,0.026,1611804299_47.csv,schedule_5
16,25:45.3,TRUE,RIGHT,2640,0,0,0,0,FALSE,2640,2640,1140,0.95,1611804299_47.csv,schedule_5
17,25:47.8,TRUE,RIGHT,2395,0,0,0,0,FALSE,2395,2395,895,0.229,1611804299_47.csv,schedule_5
18,25:50.0,FALSE,LEFT,2258,0,0,0,0,FALSE,2258,2258,758,-0.175,1611804299_47.csv,schedule_5
19,25:52.4,FALSE,LEFT,2328,0,0,0,0,FALSE,2328,2328,828,0.031,1611804299_47.csv,schedule_5
20,25:54.7,FALSE,LEFT,2367,0,0,0,0,FALSE,2367,2367,867,0.146,1611804299_47.csv,schedule_5
21,25:57.1,TRUE,RIGHT,2293,1,0,1,0,FALSE,2293,2293,793,-0.072,1611804299_47.csv,schedule_5
22,25:59.3,TRUE,RIGHT,2293,0,0,0,0,FALSE,2293,2293,793,-0.072,1611804299_47.csv,schedule_5
23,26:01.7,FALSE,LEFT,2349,0,0,0,0,FALSE,2349,2349,849,0.093,1611804299_47.csv,schedule_5
24,26:03.8,TRUE,RIGHT,2235,0,0,0,0,FALSE,2235,2235,735,-0.242,1611804299_47.csv,schedule_5
25,26:06.2,TRUE,RIGHT,2192,0,0,0,0,FALSE,2192,2192,692,-0.369,1611804299_47.csv,schedule_5
26,26:08.6,FALSE,LEFT,2516,0,1,1,0,FALSE,2516,2516,1016,0.585,1611804299_47.csv,schedule_5
27,26:11.0,TRUE,RIGHT,2310,0,0,0,0,FALSE,2310,2310,810,-0.022,1611804299_47.csv,schedule_5
28,26:13.1,TRUE,RIGHT,2242,0,0,0,0,FALSE,2242,2242,742,-0.222,1611804299_47.csv,schedule_5
29,26:15.5,TRUE,RIGHT,2301,0,0,0,0,FALSE,2301,2301,801,-0.048,1611804299_47.csv,schedule_5
30,26:17.7,FALSE,LEFT,2342,0,0,0,0,FALSE,2342,2342,842,0.073,1611804299_47.csv,schedule_5
31,26:20.4,FALSE,LEFT,2394,0,0,0,0,FALSE,2394,2394,894,0.226,1611804299_47.csv,schedule_5
32,26:22.5,FALSE,LEFT,2400,0,1,1,0,FALSE,2400,2400,900,0.243,1611804299_47.csv,schedule_5
33,26:24.9,FALSE,LEFT,2234,0,1,1,0,FALSE,2234,2234,734,-0.245,1611804299_47.csv,schedule_5
34,26:27.1,FALSE,LEFT,2277,0,1,1,0,FALSE,2277,2277,777,-0.119,1611804299_47.csv,schedule_5
35,26:29.5,TRUE,RIGHT,2309,0,0,0,0,FALSE,2309,2309,809,-0.025,1611804299_47.csv,schedule_5
36,26:31.6,TRUE,RIGHT,2226,0,0,0,0,FALSE,2226,2226,726,-0.269,1611804299_47.csv,schedule_5
37,26:33.8,TRUE,RIGHT,2082,0,0,0,0,FALSE,2082,2082,582,-0.693,1611804299_47.csv,schedule_5
38,26:35.8,TRUE,RIGHT,2161,0,0,0,0,FALSE,2161,2161,661,-0.46,1611804299_47.csv,schedule_5
39,26:38.1,TRUE,RIGHT,2126,0,0,0,0,FALSE,2126,2126,626,-0.563,1611804299_47.csv,schedule_5
40,26:40.1,TRUE,RIGHT,2184,1,0,1,0,FALSE,2184,2184,684,-0.393,1611804299_47.csv,schedule_5
41,26:42.5,TRUE,RIGHT,2250,0,0,0,0,FALSE,2250,2250,750,-0.198,1611804299_47.csv,schedule_5
42,26:45.3,FALSE,LEFT,2894,0,0,0,0,FALSE,2894,2894,1394,1.698,1611804299_47.csv,schedule_5
43,26:47.1,TRUE,RIGHT,2058,1,0,1,0,FALSE,2058,2058,558,-0.764,1611804299_47.csv,schedule_5
44,26:49.8,FALSE,LEFT,2402,0,1,1,0,FALSE,2402,2402,902,0.249,1611804299_47.csv,schedule_5
45,26:51.9,TRUE,RIGHT,2184,1,0,1,0,FALSE,2184,2184,684,-0.393,1611804299_47.csv,schedule_5
46,26:54.3,FALSE,LEFT,2308,0,0,0,0,FALSE,2308,2308,808,-0.027,1611804299_47.csv,schedule_5
47,26:56.5,TRUE,RIGHT,2250,1,0,1,0,FALSE,2250,2250,750,-0.198,1611804299_47.csv,schedule_5
48,26:58.8,FALSE,LEFT,2258,0,0,0,0,FALSE,2258,2258,758,-0.175,1611804299_47.csv,schedule_5
49,27:00.9,TRUE,RIGHT,2211,0,0,0,0,FALSE,2211,2211,711,-0.313,1611804299_47.csv,schedule_5
50,27:03.4,FALSE,LEFT,2299,0,0,0,0,FALSE,2299,2299,799,-0.054,1611804299_47.csv,schedule_5
51,27:05.4,TRUE,RIGHT,2177,1,0,1,0,FALSE,2177,2177,677,-0.413,1611804299_47.csv,schedule_5
52,27:07.8,FALSE,LEFT,2251,0,0,0,0,FALSE,2251,2251,751,-0.195,1611804299_47.csv,schedule_5
53,27:09.8,TRUE,RIGHT,2185,0,0,0,0,FALSE,2185,2185,685,-0.39,1611804299_47.csv,schedule_5
54,27:11.7,TRUE,RIGHT,2058,1,0,1,0,FALSE,2058,2058,558,-0.764,1611804299_47.csv,schedule_5
55,27:14.5,TRUE,RIGHT,2434,0,0,0,0,FALSE,2434,2434,934,0.344,1611804299_47.csv,schedule_5
56,27:16.6,TRUE,RIGHT,2294,1,0,1,0,FALSE,2294,2294,794,-0.069,1611804299_47.csv,schedule_5
57,27:19.0,TRUE,RIGHT,2216,0,0,0,0,FALSE,2216,2216,716,-0.298,1611804299_47.csv,schedule_5
58,27:21.0,TRUE,RIGHT,2135,1,0,1,0,FALSE,2135,2135,635,-0.537,1611804299_47.csv,schedule_5
59,27:23.3,TRUE,RIGHT,2142,1,0,1,0,FALSE,2142,2142,642,-0.516,1611804299_47.csv,schedule_5
60,27:25.3,TRUE,RIGHT,2176,0,0,0,0,FALSE,2176,2176,676,-0.416,1611804299_47.csv,schedule_5
61,27:27.6,TRUE,RIGHT,2209,1,0,1,0,FALSE,2209,2209,709,-0.319,1611804299_47.csv,schedule_5
62,27:29.9,TRUE,RIGHT,2385,0,0,0,0,FALSE,2385,2385,885,0.199,1611804299_47.csv,schedule_5
63,27:32.2,TRUE,RIGHT,2159,0,0,0,0,FALSE,2159,2159,659,-0.466,1611804299_47.csv,schedule_5
64,27:33.9,TRUE,RIGHT,2035,1,0,1,0,FALSE,2035,2035,535,-0.831,1611804299_47.csv,schedule_5
65,27:36.3,TRUE,RIGHT,2175,0,0,0,0,FALSE,2175,2175,675,-0.419,1611804299_47.csv,schedule_5
66,27:38.4,TRUE,RIGHT,2051,0,0,0,0,FALSE,2051,2051,551,-0.784,1611804299_47.csv,schedule_5
67,27:40.2,TRUE,RIGHT,2026,0,0,0,0,FALSE,2026,2026,526,-0.858,1611804299_47.csv,schedule_5
68,27:42.5,TRUE,RIGHT,2142,0,0,0,0,FALSE,2142,2142,642,-0.516,1611804299_47.csv,schedule_5
69,27:44.8,TRUE,RIGHT,2193,0,0,0,0,FALSE,2193,2193,693,-0.366,1611804299_47.csv,schedule_5
70,27:47.0,FALSE,LEFT,2275,0,1,1,0,FALSE,2275,2275,775,-0.125,1611804299_47.csv,schedule_5
71,27:49.2,FALSE,LEFT,2117,0,0,0,0,FALSE,2117,2117,617,-0.59,1611804299_47.csv,schedule_5
72,27:51.3,TRUE,RIGHT,2227,1,0,1,0,FALSE,2227,2227,727,-0.266,1611804299_47.csv,schedule_5
73,27:53.7,TRUE,RIGHT,2306,0,0,0,0,FALSE,2306,2306,806,-0.033,1611804299_47.csv,schedule_5
74,27:55.8,TRUE,RIGHT,2159,0,0,0,0,FALSE,2159,2159,659,-0.466,1611804299_47.csv,schedule_5
75,27:58.1,FALSE,LEFT,2246,1,0,0,1,FALSE,2246,2246,746,-0.21,1611804299_47.csv,schedule_5
76,28:00.4,TRUE,RIGHT,2399,0,1,0,1,FALSE,2399,2399,899,0.241,1611804299_47.csv,schedule_5
77,28:02.8,FALSE,LEFT,2236,1,0,0,1,FALSE,2236,2236,736,-0.239,1611804299_47.csv,schedule_5
78,28:04.9,FALSE,LEFT,2268,1,0,0,1,FALSE,2268,2268,768,-0.145,1611804299_47.csv,schedule_5
79,28:07.3,FALSE,LEFT,2268,1,0,0,1,FALSE,2268,2268,768,-0.145,1611804299_47.csv,schedule_5
80,28:09.3,FALSE,LEFT,2158,1,0,0,1,FALSE,2158,2158,658,-0.469,1611804299_47.csv,schedule_5
81,28:11.7,FALSE,LEFT,2234,1,0,0,1,FALSE,2234,2234,734,-0.245,1611804299_47.csv,schedule_5
82,28:13.8,FALSE,LEFT,2252,1,0,0,1,FALSE,2252,2252,752,-0.192,1611804299_47.csv,schedule_5
83,28:16.1,FALSE,LEFT,2150,1,0,0,1,FALSE,2150,2150,650,-0.493,1611804299_47.csv,schedule_5
84,28:18.2,FALSE,LEFT,2226,1,0,0,1,FALSE,2226,2226,726,-0.269,1611804299_47.csv,schedule_5
85,28:20.5,FALSE,LEFT,2241,1,0,0,1,FALSE,2241,2241,741,-0.225,1611804299_47.csv,schedule_5
86,28:22.7,FALSE,LEFT,2201,1,0,0,1,FALSE,2201,2201,701,-0.343,1611804299_47.csv,schedule_5
87,28:24.8,FALSE,LEFT,2066,1,0,0,1,FALSE,2066,2066,566,-0.74,1611804299_47.csv,schedule_5
88,28:26.8,FALSE,LEFT,2105,1,0,0,1,FALSE,2105,2105,605,-0.625,1611804299_47.csv,schedule_5
89,28:29.1,FALSE,LEFT,2148,1,0,0,1,FALSE,2148,2148,648,-0.499,1611804299_47.csv,schedule_5
90,28:31.1,FALSE,LEFT,2192,1,0,0,1,FALSE,2192,2192,692,-0.369,1611804299_47.csv,schedule_5
91,28:33.0,FALSE,LEFT,2052,1,0,0,1,FALSE,2052,2052,552,-0.781,1611804299_47.csv,schedule_5
92,28:35.5,FALSE,LEFT,2209,1,0,0,1,FALSE,2209,2209,709,-0.319,1611804299_47.csv,schedule_5
93,28:37.6,FALSE,LEFT,2218,1,0,0,1,FALSE,2218,2218,718,-0.293,1611804299_47.csv,schedule_5
94,28:39.9,FALSE,LEFT,2208,1,0,0,1,FALSE,2208,2208,708,-0.322,1611804299_47.csv,schedule_5
95,28:42.1,FALSE,LEFT,2284,1,0,0,1,FALSE,2284,2284,784,-0.098,1611804299_47.csv,schedule_5
96,28:44.4,FALSE,LEFT,2199,1,0,0,1,FALSE,2199,2199,699,-0.348,1611804299_47.csv,schedule_5
97,28:46.6,FALSE,LEFT,2230,1,0,0,1,FALSE,2230,2230,730,-0.257,1611804299_47.csv,schedule_5
98,28:48.9,FALSE,LEFT,2233,1,0,0,1,FALSE,2233,2233,733,-0.248,1611804299_47.csv,schedule_5
99,28:51.5,FALSE,LEFT,2727,1,0,0,1,FALSE,2727,2727,1227,1.207,1611804299_47.csv,schedule_5
0,13:16.0,TRUE,LEFT,4239,1,0,1,0,TRUE,4239,4239,2739,3.483,1611807191_5.csv,schedule_5
1,13:21.0,FALSE,RIGHT,4969,0,1,1,0,TRUE,4969,4969,3469,5.199,1611807191_5.csv,schedule_5
2,13:24.0,TRUE,LEFT,3052,1,0,1,0,TRUE,3052,3052,1552,0.692,1611807191_5.csv,schedule_5
3,13:27.0,TRUE,LEFT,2964,0,0,0,0,TRUE,2964,2964,1464,0.485,1611807191_5.csv,schedule_5
4,13:29.9,FALSE,RIGHT,2981,0,0,0,0,TRUE,2981,2981,1481,0.525,1611807191_5.csv,schedule_5
5,13:32.7,TRUE,LEFT,2827,0,0,0,0,TRUE,2827,2827,1327,0.163,1611807191_5.csv,schedule_5
6,13:36.3,TRUE,LEFT,3482,0,0,0,0,TRUE,3482,3482,1982,1.703,1611807191_5.csv,schedule_5
7,13:39.0,TRUE,LEFT,2755,0,0,0,0,TRUE,2755,2755,1255,-0.006,1611807191_5.csv,schedule_5
8,13:41.9,FALSE,RIGHT,2922,0,0,0,0,TRUE,2922,2922,1422,0.387,1611807191_5.csv,schedule_5
9,13:44.9,TRUE,LEFT,2956,0,0,0,0,TRUE,2956,2956,1456,0.467,1611807191_5.csv,schedule_5
10,13:48.4,TRUE,LEFT,3413,1,0,1,0,TRUE,3413,3413,1913,1.541,1611807191_5.csv,schedule_5
11,13:51.1,TRUE,LEFT,2794,1,0,1,0,TRUE,2794,2794,1294,0.086,1611807191_5.csv,schedule_5
12,13:53.8,TRUE,LEFT,2725,0,0,0,0,TRUE,2725,2725,1225,-0.076,1611807191_5.csv,schedule_5
13,13:56.5,TRUE,LEFT,2672,0,0,0,0,TRUE,2672,2672,1172,-0.201,1611807191_5.csv,schedule_5
14,13:59.0,FALSE,RIGHT,2504,0,0,0,0,TRUE,2504,2504,1004,-0.596,1611807191_5.csv,schedule_5
15,14:02.2,FALSE,RIGHT,3143,0,1,1,0,TRUE,3143,3143,1643,0.906,1611807191_5.csv,schedule_5
16,14:04.7,TRUE,LEFT,2598,0,0,0,0,TRUE,2598,2598,1098,-0.375,1611807191_5.csv,schedule_5
17,14:07.4,TRUE,LEFT,2673,0,0,0,0,TRUE,2673,2673,1173,-0.199,1611807191_5.csv,schedule_5
18,14:09.8,TRUE,LEFT,2475,0,0,0,0,TRUE,2475,2475,975,-0.664,1611807191_5.csv,schedule_5
19,14:12.4,FALSE,RIGHT,2573,0,0,0,0,TRUE,2573,2573,1073,-0.434,1611807191_5.csv,schedule_5
20,14:15.0,TRUE,LEFT,2535,0,0,0,0,TRUE,2535,2535,1035,-0.523,1611807191_5.csv,schedule_5
21,14:18.3,FALSE,RIGHT,3223,0,1,1,0,TRUE,3223,3223,1723,1.094,1611807191_5.csv,schedule_5
22,14:20.9,TRUE,LEFT,2671,0,0,0,0,TRUE,2671,2671,1171,-0.203,1611807191_5.csv,schedule_5
23,14:23.5,TRUE,LEFT,2647,0,0,0,0,TRUE,2647,2647,1147,-0.26,1611807191_5.csv,schedule_5
24,14:26.8,TRUE,LEFT,3188,0,0,0,0,TRUE,3188,3188,1688,1.012,1611807191_5.csv,schedule_5
25,14:31.0,FALSE,RIGHT,4251,0,0,0,0,TRUE,4251,4251,2751,3.511,1611807191_5.csv,schedule_5
26,14:33.5,TRUE,LEFT,2506,1,0,1,0,TRUE,2506,2506,1006,-0.591,1611807191_5.csv,schedule_5
27,14:36.0,TRUE,LEFT,2549,0,0,0,0,TRUE,2549,2549,1049,-0.49,1611807191_5.csv,schedule_5
28,14:38.3,TRUE,LEFT,2279,0,0,0,0,TRUE,2279,2279,779,-1.125,1611807191_5.csv,schedule_5
29,14:40.8,TRUE,LEFT,2550,0,0,0,0,TRUE,2550,2550,1050,-0.488,1611807191_5.csv,schedule_5
30,14:43.8,FALSE,RIGHT,2993,0,0,0,0,TRUE,2993,2993,1493,0.554,1611807191_5.csv,schedule_5
31,14:46.6,TRUE,LEFT,2778,0,0,0,0,TRUE,2778,2778,1278,0.048,1611807191_5.csv,schedule_5
32,14:49.3,TRUE,LEFT,2695,1,0,1,0,TRUE,2695,2695,1195,-0.147,1611807191_5.csv,schedule_5
33,14:52.0,TRUE,LEFT,2717,1,0,1,0,TRUE,2717,2717,1217,-0.095,1611807191_5.csv,schedule_5
34,14:54.5,TRUE,LEFT,2519,1,0,1,0,TRUE,2519,2519,1019,-0.561,1611807191_5.csv,schedule_5
35,14:57.1,TRUE,LEFT,2615,0,0,0,0,TRUE,2615,2615,1115,-0.335,1611807191_5.csv,schedule_5
36,15:00.3,FALSE,RIGHT,3106,0,0,0,0,TRUE,3106,3106,1606,0.819,1611807191_5.csv,schedule_5
37,15:02.6,FALSE,RIGHT,2337,0,0,0,0,TRUE,2337,2337,837,-0.988,1611807191_5.csv,schedule_5
38,15:04.9,TRUE,LEFT,2277,0,0,0,0,TRUE,2277,2277,777,-1.13,1611807191_5.csv,schedule_5
39,15:08.0,TRUE,LEFT,3035,0,0,0,0,TRUE,3035,3035,1535,0.652,1611807191_5.csv,schedule_5
40,15:10.6,TRUE,LEFT,2653,1,0,1,0,TRUE,2653,2653,1153,-0.246,1611807191_5.csv,schedule_5
41,15:13.1,TRUE,LEFT,2542,0,0,0,0,TRUE,2542,2542,1042,-0.507,1611807191_5.csv,schedule_5
42,15:15.8,TRUE,LEFT,2699,0,0,0,0,TRUE,2699,2699,1199,-0.138,1611807191_5.csv,schedule_5
43,15:18.1,TRUE,LEFT,2342,1,0,1,0,TRUE,2342,2342,842,-0.977,1611807191_5.csv,schedule_5
44,15:20.4,TRUE,LEFT,2281,1,0,1,0,TRUE,2281,2281,781,-1.12,1611807191_5.csv,schedule_5
45,15:22.9,TRUE,LEFT,2441,1,0,1,0,TRUE,2441,2441,941,-0.744,1611807191_5.csv,schedule_5
46,15:25.6,TRUE,LEFT,2698,0,0,0,0,TRUE,2698,2698,1198,-0.14,1611807191_5.csv,schedule_5
47,15:28.0,TRUE,LEFT,2393,1,0,1,0,TRUE,2393,2393,893,-0.857,1611807191_5.csv,schedule_5
48,15:30.6,TRUE,LEFT,2677,0,0,0,0,TRUE,2677,2677,1177,-0.189,1611807191_5.csv,schedule_5
49,15:33.3,TRUE,LEFT,2648,0,0,0,0,TRUE,2648,2648,1148,-0.257,1611807191_5.csv,schedule_5
50,15:36.3,TRUE,LEFT,3035,0,0,0,0,TRUE,3035,3035,1535,0.652,1611807191_5.csv,schedule_5
51,15:38.9,TRUE,LEFT,2548,1,0,1,0,TRUE,2548,2548,1048,-0.492,1611807191_5.csv,schedule_5
52,15:41.6,TRUE,LEFT,2730,0,0,0,0,TRUE,2730,2730,1230,-0.065,1611807191_5.csv,schedule_5
53,15:44.3,FALSE,RIGHT,2719,0,0,0,0,TRUE,2719,2719,1219,-0.091,1611807191_5.csv,schedule_5
54,15:46.8,TRUE,LEFT,2515,1,0,1,0,TRUE,2515,2515,1015,-0.57,1611807191_5.csv,schedule_5
55,15:49.3,TRUE,LEFT,2433,0,0,0,0,TRUE,2433,2433,933,-0.763,1611807191_5.csv,schedule_5
56,15:51.7,TRUE,LEFT,2407,1,0,1,0,TRUE,2407,2407,907,-0.824,1611807191_5.csv,schedule_5
57,15:54.3,TRUE,LEFT,2637,0,0,0,0,TRUE,2637,2637,1137,-0.283,1611807191_5.csv,schedule_5
58,15:56.7,TRUE,LEFT,2395,1,0,1,0,TRUE,2395,2395,895,-0.852,1611807191_5.csv,schedule_5
59,15:59.7,TRUE,LEFT,2973,1,0,1,0,TRUE,2973,2973,1473,0.507,1611807191_5.csv,schedule_5
60,16:02.2,TRUE,LEFT,2570,0,0,0,0,TRUE,2570,2570,1070,-0.441,1611807191_5.csv,schedule_5
61,16:05.2,TRUE,LEFT,2923,1,0,1,0,TRUE,2923,2923,1423,0.389,1611807191_5.csv,schedule_5
62,16:07.7,TRUE,LEFT,2537,0,0,0,0,TRUE,2537,2537,1037,-0.518,1611807191_5.csv,schedule_5
63,16:10.9,FALSE,RIGHT,3086,0,0,0,0,TRUE,3086,3086,1586,0.772,1611807191_5.csv,schedule_5
64,16:13.7,TRUE,LEFT,2880,1,0,1,0,TRUE,2880,2880,1380,0.288,1611807191_5.csv,schedule_5
65,16:16.3,TRUE,LEFT,2617,0,0,0,0,TRUE,2617,2617,1117,-0.33,1611807191_5.csv,schedule_5
66,16:19.1,TRUE,LEFT,2812,0,0,0,0,TRUE,2812,2812,1312,0.128,1611807191_5.csv,schedule_5
67,16:21.5,TRUE,LEFT,2419,0,0,0,0,TRUE,2419,2419,919,-0.796,1611807191_5.csv,schedule_5
68,16:24.5,FALSE,RIGHT,3027,0,0,0,0,TRUE,3027,3027,1527,0.633,1611807191_5.csv,schedule_5
69,16:27.2,TRUE,LEFT,2689,0,0,0,0,TRUE,2689,2689,1189,-0.161,1611807191_5.csv,schedule_5
70,16:31.1,TRUE,LEFT,3785,1,0,1,0,TRUE,3785,3785,2285,2.415,1611807191_5.csv,schedule_5
71,16:33.6,TRUE,LEFT,2604,0,0,0,0,TRUE,2604,2604,1104,-0.361,1611807191_5.csv,schedule_5
72,16:36.8,TRUE,LEFT,3095,1,0,1,0,TRUE,3095,3095,1595,0.793,1611807191_5.csv,schedule_5
73,16:39.5,TRUE,LEFT,2812,0,0,0,0,TRUE,2812,2812,1312,0.128,1611807191_5.csv,schedule_5
74,16:41.7,TRUE,LEFT,2207,0,0,0,0,TRUE,2207,2207,707,-1.294,1611807191_5.csv,schedule_5
75,16:44.1,TRUE,LEFT,2395,0,1,0,1,TRUE,2395,2395,895,-0.852,1611807191_5.csv,schedule_5
76,16:46.5,TRUE,LEFT,2410,0,1,0,1,TRUE,2410,2410,910,-0.817,1611807191_5.csv,schedule_5
77,16:49.1,TRUE,LEFT,2539,0,1,0,1,TRUE,2539,2539,1039,-0.514,1611807191_5.csv,schedule_5
78,16:51.9,TRUE,LEFT,2836,0,1,0,1,TRUE,2836,2836,1336,0.185,1611807191_5.csv,schedule_5
79,16:54.8,TRUE,LEFT,2875,0,1,0,1,TRUE,2875,2875,1375,0.276,1611807191_5.csv,schedule_5
80,16:57.3,TRUE,LEFT,2490,0,1,0,1,TRUE,2490,2490,990,-0.629,1611807191_5.csv,schedule_5
81,16:59.6,FALSE,RIGHT,2279,1,0,0,1,TRUE,2279,2279,779,-1.125,1611807191_5.csv,schedule_5
82,17:02.1,FALSE,RIGHT,2585,1,0,0,1,TRUE,2585,2585,1085,-0.406,1611807191_5.csv,schedule_5
83,17:04.4,FALSE,RIGHT,2230,1,0,0,1,TRUE,2230,2230,730,-1.24,1611807191_5.csv,schedule_5
84,17:07.4,FALSE,RIGHT,2980,1,0,0,1,TRUE,2980,2980,1480,0.523,1611807191_5.csv,schedule_5
85,17:10.5,FALSE,RIGHT,3104,1,0,0,1,TRUE,3104,3104,1604,0.814,1611807191_5.csv,schedule_5
86,17:13.7,FALSE,RIGHT,3142,1,0,0,1,TRUE,3142,3142,1642,0.904,1611807191_5.csv,schedule_5
87,17:16.4,FALSE,RIGHT,2772,1,0,0,1,TRUE,2772,2772,1272,0.034,1611807191_5.csv,schedule_5
88,17:18.7,FALSE,RIGHT,2318,1,0,0,1,TRUE,2318,2318,818,-1.033,1611807191_5.csv,schedule_5
89,17:21.1,FALSE,RIGHT,2428,1,0,0,1,TRUE,2428,2428,928,-0.775,1611807191_5.csv,schedule_5
90,17:23.5,FALSE,RIGHT,2384,1,0,0,1,TRUE,2384,2384,884,-0.878,1611807191_5.csv,schedule_5
91,17:26.4,FALSE,RIGHT,2867,1,0,0,1,TRUE,2867,2867,1367,0.257,1611807191_5.csv,schedule_5
92,17:28.9,FALSE,RIGHT,2530,1,0,0,1,TRUE,2530,2530,1030,-0.535,1611807191_5.csv,schedule_5
93,17:31.6,FALSE,RIGHT,2685,1,0,0,1,TRUE,2685,2685,1185,-0.17,1611807191_5.csv,schedule_5
94,17:34.3,FALSE,RIGHT,2712,1,0,0,1,TRUE,2712,2712,1212,-0.107,1611807191_5.csv,schedule_5
95,17:36.9,FALSE,RIGHT,2646,1,0,0,1,TRUE,2646,2646,1146,-0.262,1611807191_5.csv,schedule_5
96,17:39.3,FALSE,RIGHT,2321,1,0,0,1,TRUE,2321,2321,821,-1.026,1611807191_5.csv,schedule_5
97,17:41.8,FALSE,RIGHT,2508,1,0,0,1,TRUE,2508,2508,1008,-0.587,1611807191_5.csv,schedule_5
98,17:44.9,FALSE,RIGHT,3099,1,0,0,1,TRUE,3099,3099,1599,0.803,1611807191_5.csv,schedule_5
99,17:47.5,FALSE,RIGHT,2599,1,0,0,1,TRUE,2599,2599,1099,-0.373,1611807191_5.csv,schedule_5
0,19:28.3,FALSE,LEFT,8282,0,1,1,0,FALSE,8282,8282,6782,1.298,1610551159_55.csv,schedule_7
1,19:32.7,TRUE,RIGHT,4446,1,0,1,0,FALSE,4446,4446,2946,0.28,1610551159_55.csv,schedule_7
2,19:38.8,FALSE,LEFT,6017,0,0,0,0,FALSE,6017,6017,4517,0.697,1610551159_55.csv,schedule_7
3,19:41.6,TRUE,RIGHT,2873,0,0,0,0,FALSE,2873,2873,1373,-0.137,1610551159_55.csv,schedule_7
4,19:44.5,FALSE,LEFT,2970,0,0,0,0,FALSE,2970,2970,1470,-0.111,1610551159_55.csv,schedule_7
5,19:47.7,FALSE,LEFT,3118,0,0,0,0,FALSE,3118,3118,1618,-0.072,1610551159_55.csv,schedule_7
6,19:50.7,TRUE,RIGHT,3095,0,0,0,0,FALSE,3095,3095,1595,-0.078,1610551159_55.csv,schedule_7
7,19:56.5,FALSE,LEFT,5640,0,0,0,0,FALSE,5640,5640,4140,0.597,1610551159_55.csv,schedule_7
8,19:59.2,FALSE,LEFT,2862,0,0,0,0,FALSE,2862,2862,1362,-0.14,1610551159_55.csv,schedule_7
9,20:01.8,FALSE,LEFT,2427,0,0,0,0,FALSE,2427,2427,927,-0.255,1610551159_55.csv,schedule_7
10,20:04.2,FALSE,LEFT,2409,0,0,0,0,FALSE,2409,2409,909,-0.26,1610551159_55.csv,schedule_7
11,20:06.7,TRUE,RIGHT,2526,0,0,0,0,FALSE,2526,2526,1026,-0.229,1610551159_55.csv,schedule_7
12,20:11.5,TRUE,RIGHT,4672,1,0,1,0,FALSE,4672,4672,3172,0.34,1610551159_55.csv,schedule_7
13,20:15.8,FALSE,LEFT,4353,0,1,1,0,FALSE,4353,4353,2853,0.256,1610551159_55.csv,schedule_7
14,20:18.4,TRUE,RIGHT,2660,0,0,0,0,FALSE,2660,2660,1160,-0.194,1610551159_55.csv,schedule_7
15,20:20.9,FALSE,LEFT,2504,0,0,0,0,FALSE,2504,2504,1004,-0.235,1610551159_55.csv,schedule_7
16,20:23.3,FALSE,LEFT,2404,0,0,0,0,FALSE,2404,2404,904,-0.262,1610551159_55.csv,schedule_7
17,20:25.8,TRUE,RIGHT,2464,0,0,0,0,FALSE,2464,2464,964,-0.246,1610551159_55.csv,schedule_7
18,20:29.2,FALSE,LEFT,3383,0,0,0,0,FALSE,3383,3383,1883,-0.002,1610551159_55.csv,schedule_7
